# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "locus_tag" "-a" "../../00_genome/genomic.gff" "-o" "../../HVO_counts/2019_counts2.txt" "dpyrE2-4hmfe-2_S5_L002_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-2_S2_L002_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-4_S16_L003_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-5_S12_L002_R1_001.fastq.gz_sorted.bam" "dtbsP-4hmfe-5_S46_L005_R1_001.fastq.gz_sorted.bam" "dtbsP-4hmfe-6_S52_L005_R1_001.fastq.gz_sorted.bam" "dtbsP-4hpfe-2_S38_L004_R1_001.fastq.gz_sorted.bam" "dtrmB-4hmfe-5_S30_L004_R1_001.fastq.gz_sorted.bam" "dtrmBdtbsP-4hmfe-5_S66_L006_R1_001.fastq.gz_sorted.bam" "HV35-ypc18_S15_L002_R1_001.fastq.gz_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	dpyrE2-4hmfe-2_S5_L002_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-2_S2_L002_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-4_S16_L003_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-5_S12_L002_R1_001.fastq.gz_sorted.bam	dtbsP-4hmfe-5_S46_L005_R1_001.fastq.gz_sorted.bam	dtbsP-4hmfe-6_S52_L005_R1_001.fastq.gz_sorted.bam	dtbsP-4hpfe-2_S38_L004_R1_001.fastq.gz_sorted.bam	dtrmB-4hmfe-5_S30_L004_R1_001.fastq.gz_sorted.bam	dtrmBdtbsP-4hmfe-5_S66_L006_R1_001.fastq.gz_sorted.bam	HV35-ypc18_S15_L002_R1_001.fastq.gz_sorted.bam
HVO_RS10085	NC_013967.1	1021655	1022863	+	1209	6415	5203	5293	9466	4	151	6315	11111	2105	729
HVO_RS10090	NC_013967.1	1022943	1023128	+	186	467	377	400	608	1	22	524	453	89	68
HVO_RS10095	NC_013967.1	1023195	1024244	-	1050	4965	3144	3501	3792	0	299	5880	6386	915	541
HVO_RS10100	NC_013967.1	1024386	1024670	+	285	295	305	347	369	0	29	536	267	47	60
HVO_RS10105	NC_013967.1	1024689	1026173	-	1485	4831	3943	4078	4161	2	298	6603	6404	1196	742
HVO_RS10110	NC_013967.1	1026290	1028068	-	1779	788	1133	1211	1558	6	274	2789	1301	1259	186
HVO_RS10115	NC_013967.1	1028135	1028629	-	495	513	323	318	301	0	13	455	726	169	36
HVO_RS10120	NC_013967.1	1028819	1029697	+	879	977	1048	1150	1343	1	39	1692	941	246	202
HVO_RS10125	NC_013967.1	1029697	1030869	+	1173	2626	3016	3093	3279	2	177	3605	3608	921	362
HVO_RS10130	NC_013967.1	1030927	1031508	-	582	12465	9444	9349	11667	1	395	8987	18341	5917	977
HVO_RS10135	NC_013967.1	1031564	1031749	-	186	2955	3040	3128	3569	1	169	4969	3098	666	629
HVO_RS10140	NC_013967.1	1031858	1033189	-	1332	6209	12944	13623	12154	3	1102	35609	5836	1274	2715
HVO_RS10145	NC_013967.1	1033423	1033728	+	306	7579	9842	10927	13526	4	1169	16095	4099	1225	1848
HVO_RS10150	NC_013967.1	1033994	1036267	-	2274	18044	12087	12040	10633	16	1013	22366	6574	5844	2785
HVO_RS10155	NC_013967.1	1036430	1037335	+	906	3065	2268	2307	2328	1	101	2398	5759	991	270
HVO_RS10160	NC_013967.1	1037336	1038160	-	825	248	175	172	261	0	11	202	520	149	20
HVO_RS10165	NC_013967.1	1038438	1040096	+	1659	1114	765	843	851	4	84	1556	842	198	129
HVO_RS10170	NC_013967.1	1040246	1041094	-	849	9152	8985	9338	10050	4	697	15724	6300	1298	1592
HVO_RS10175	NC_013967.1	1041315	1042391	-	1077	10801	9187	9748	9756	10	624	9077	11668	2102	1231
HVO_RS10180	NC_013967.1	1042509	1043651	+	1143	9658	4376	4727	8493	2	48	1295	2158	2097	258
HVO_RS10185	NC_013967.1	1043654	1043977	-	324	840	506	517	798	0	9	263	344	184	36
HVO_RS10190	NC_013967.1	1044118	1044393	+	276	170	219	301	284	0	20	527	199	47	66
HVO_RS10195	NC_013967.1	1044422	1045093	-	672	691	989	978	1148	0	63	1915	500	195	114
HVO_RS10200	NC_013967.1	1045260	1045706	+	447	2541	1381	1494	1607	3	110	2329	3973	603	260
HVO_RS10205	NC_013967.1	1045827	1046489	-	663	2008	18336	19642	17992	11	1260	21451	1682	560	4110
HVO_RS10210	NC_013967.1	1046482	1046724	-	243	415	5322	5540	6222	2	372	6820	243	173	1385
HVO_RS10215	NC_013967.1	1046721	1047842	-	1122	1957	23838	24216	24153	7	1569	26065	1584	1493	3228
HVO_RS10220	NC_013967.1	1047847	1048314	-	468	1378	15553	16258	14510	8	1131	21910	778	379	3647
HVO_RS10225	NC_013967.1	1048559	1048630	+	72	51	28	39	108	1	6	144	242	15	8
HVO_RS10230	NC_013967.1	1049190	1049582	+	393	4252	5224	5676	5579	1	577	7457	6131	705	986
HVO_RS10240	NC_013967.1	1050964	1052475	+	1512	2477	1276	1353	1485	0	139	2043	1581	514	229
HVO_RS10245	NC_013967.1	1052529	1053299	-	771	297	219	216	267	0	27	459	221	69	45
HVO_RS10250	NC_013967.1	1053296	1053805	-	510	89	44	52	70	0	9	103	45	13	7
HVO_RS10255	NC_013967.1	1053802	1054797	-	996	98	100	104	148	0	11	192	66	43	20
HVO_RS10260	NC_013967.1	1054785	1055420	-	636	70	81	73	93	1	5	123	43	27	11
HVO_RS10265	NC_013967.1	1055414	1055914	-	501	94	81	90	105	0	10	136	54	27	22
HVO_RS10270	NC_013967.1	1055914	1057956	-	2043	399	364	414	410	1	32	648	232	108	90
HVO_RS10275	NC_013967.1	1057957	1061259	-	3303	994	954	967	856	1	74	1475	780	275	252
HVO_RS10280	NC_013967.1	1061493	1061565	-	73	174	332	386	351	0	63	621	286	82	47
HVO_RS10285	NC_013967.1	1061644	1061919	-	276	3959	5393	5572	6108	8	1009	9621	3796	1795	846
HVO_RS10290	NC_013967.1	1062179	1062679	+	501	1051	954	955	1007	4	64	1578	1031	356	113
HVO_RS10295	NC_013967.1	1062761	1063573	+	813	1745	2921	3391	2346	0	204	2999	1929	215	555
HVO_RS10300	NC_013967.1	1063656	1064564	-	909	3467	5563	5979	6155	4	318	5783	4001	1090	855
HVO_RS10305	NC_013967.1	1064561	1064809	-	249	528	783	794	1234	0	31	990	874	254	127
HVO_RS10310	NC_013967.1	1064921	1065196	-	276	172	226	227	264	1	27	452	189	43	31
HVO_RS10315	NC_013967.1	1065306	1066367	+	1062	2531	3822	3900	4178	2	192	5486	2574	834	678
HVO_RS10320	NC_013967.1	1066467	1067573	+	1107	1469	1353	1509	1527	0	191	2721	1962	259	192
HVO_RS10325	NC_013967.1	1067603	1068031	-	429	1765	2352	2271	2431	0	165	3421	1446	743	354
HVO_RS10330	NC_013967.1	1068092	1068838	-	747	1410	1262	1253	1562	0	139	2158	1192	348	219
HVO_RS10335	NC_013967.1	1068963	1069910	-	948	3438	4870	5029	5012	1	201	4500	3412	640	746
HVO_RS10340	NC_013967.1	1070008	1070550	+	543	464	651	709	898	0	75	1444	462	121	141
HVO_RS10345	NC_013967.1	1070635	1071165	+	531	1598	2359	2582	3101	5	112	3332	1695	531	521
HVO_RS10350	NC_013967.1	1071166	1071843	+	678	1861	2307	2447	3221	1	94	3616	1795	857	349
HVO_RS10355	NC_013967.1	1071848	1072603	+	756	2637	3282	3365	4194	1	184	4560	2027	923	480
HVO_RS10360	NC_013967.1	1072691	1073383	+	693	834	609	604	616	1	47	988	748	207	83
HVO_RS10365	NC_013967.1	1073681	1074745	+	1065	995	971	916	1224	1	75	1481	986	392	100
HVO_RS10370	NC_013967.1	1074831	1075205	-	375	392	206	242	229	0	10	311	203	65	41
HVO_RS10375	NC_013967.1	1075523	1076554	+	1032	2667	2956	3110	3910	3	217	4477	3113	577	563
HVO_RS10380	NC_013967.1	1076674	1077132	+	459	313	475	579	472	1	23	373	676	53	56
HVO_RS10385	NC_013967.1	1077208	1077651	-	444	323	281	225	250	1	16	372	2209	77	50
HVO_RS10390	NC_013967.1	1077825	1078964	-	1140	720	1159	1187	1231	0	49	1493	1244	439	159
HVO_RS10395	NC_013967.1	1079116	1079298	+	183	810	625	653	1150	1	23	1420	1006	186	107
HVO_RS10400	NC_013967.1	1079366	1079590	+	225	2486	2499	2771	3290	3	211	4447	2107	833	389
HVO_RS10405	NC_013967.1	1079634	1080065	+	432	2235	2208	2348	2382	4	192	3772	1970	528	419
HVO_RS10410	NC_013967.1	1080508	1080825	+	318	718	719	767	1012	2	50	614	657	169	101
HVO_RS10415	NC_013967.1	1080889	1082415	-	1527	36048	28328	29801	36975	4	533	16930	44900	10613	3955
HVO_RS10420	NC_013967.1	1082548	1083267	+	720	1663	1302	1380	1772	0	54	1145	3278	319	109
HVO_RS10425	NC_013967.1	1083296	1084135	-	840	1078	7804	8004	12189	0	136	696	38488	196	78
HVO_RS10435	NC_013967.1	1085587	1086186	+	600	196	111	128	168	0	7	77	248	43	3
HVO_RS10440	NC_013967.1	1086183	1087307	+	1125	128	92	108	121	0	13	99	133	47	8
HVO_RS10445	NC_013967.1	1087304	1088110	+	807	223	261	258	306	0	27	338	355	82	40
HVO_RS10450	NC_013967.1	1088107	1088844	+	738	491	467	460	613	2	32	797	602	178	59
HVO_RS10455	NC_013967.1	1088887	1089684	-	798	2010	1779	1895	3425	4	118	3055	2348	486	276
HVO_RS10460	NC_013967.1	1089724	1090161	-	438	724	643	599	1743	0	34	1032	934	410	73
HVO_RS10465	NC_013967.1	1090314	1091456	+	1143	11199	4414	4561	13384	4	37	1092	1434	1801	178
HVO_RS10470	NC_013967.1	1091481	1091936	-	456	2082	1489	1666	2939	0	30	1866	2133	910	186
HVO_RS10475	NC_013967.1	1092259	1094385	+	2127	242	653	709	1095	2	133	3086	566	628	134
HVO_RS10480	NC_013967.1	1094484	1095581	-	1098	153	633	610	955	3	170	3076	816	959	136
HVO_RS10485	NC_013967.1	1095684	1096214	-	531	285	1081	1119	1490	3	385	6286	1730	1969	249
HVO_RS10490	NC_013967.1	1096507	1097016	-	510	46	294	267	393	0	62	1356	134	295	54
HVO_RS10495	NC_013967.1	1097038	1098225	-	1188	181	1204	1267	1594	0	211	4952	719	1167	282
HVO_RS10500	NC_013967.1	1098222	1098590	-	369	168	445	498	587	0	57	1333	242	264	110
HVO_RS10505	NC_013967.1	1098739	1099401	-	663	2101	3129	3187	3486	0	110	2992	2993	919	294
HVO_RS10510	NC_013967.1	1099534	1099872	+	339	2377	1547	1635	2020	0	113	2396	1791	533	305
HVO_RS10515	NC_013967.1	1100086	1100727	+	642	147	3388	3577	6354	12	1135	29546	3831	3626	1407
HVO_RS10520	NC_013967.1	1100738	1101400	+	663	224	4322	4575	7411	14	1596	38102	4934	4445	1467
HVO_RS10525	NC_013967.1	1101720	1102460	-	741	5953	5291	5470	4414	3	266	5279	6025	761	963
HVO_RS10530	NC_013967.1	1102755	1104209	+	1455	223	991	1067	1549	3	142	3534	677	1805	240
HVO_RS10535	NC_013967.1	1104193	1104630	+	438	47	274	264	383	0	37	894	158	289	58
HVO_RS10540	NC_013967.1	1104631	1105080	+	450	40	160	153	255	1	35	673	114	153	40
HVO_RS10545	NC_013967.1	1105077	1105826	+	750	49	189	196	226	0	19	650	145	139	46
HVO_RS10550	NC_013967.1	1105827	1107491	+	1665	145	459	456	676	0	87	2028	326	315	102
HVO_RS10555	NC_013967.1	1107496	1109238	+	1743	117	350	374	522	0	78	1438	221	292	83
HVO_RS10560	NC_013967.1	1109340	1110353	+	1014	114	232	288	339	2	38	1104	158	174	51
HVO_RS10565	NC_013967.1	1110429	1110791	+	363	10	35	34	43	0	6	103	33	12	8
HVO_RS10570	NC_013967.1	1110849	1111715	-	867	45	316	309	379	0	70	1292	251	281	55
HVO_RS10575	NC_013967.1	1111719	1112561	-	843	68	393	401	495	0	67	1766	361	418	106
HVO_RS10580	NC_013967.1	1112561	1114831	-	2271	470	1531	1645	1956	7	249	6023	1587	1685	298
HVO_RS10585	NC_013967.1	1114834	1115934	-	1101	97	517	639	792	2	144	2922	543	993	114
HVO_RS10590	NC_013967.1	1116211	1116657	+	447	122	481	503	659	5	124	4023	563	1027	101
HVO_RS10595	NC_013967.1	1116697	1117185	-	489	60	52	42	53	0	5	134	106	39	7
HVO_RS10600	NC_013967.1	1117313	1118905	+	1593	1737	844	893	1204	1	48	2229	200	412	182
HVO_RS10605	NC_013967.1	1118978	1121443	+	2466	6984	9515	9859	7275	7	2176	7982	4424	1269	898
HVO_RS20910	NC_013967.1	1121446	1121583	-	138	718	1141	1129	662	2	240	730	338	48	115
HVO_RS10615	NC_013967.1	1122941	1123435	+	495	384	388	427	411	0	38	470	1067	126	51
HVO_RS10620	NC_013967.1	1123534	1124115	+	582	1864	649	746	957	0	24	340	897	182	70
HVO_RS10625	NC_013967.1	1124201	1124395	+	195	1523	297	296	646	0	10	242	892	152	14
HVO_RS10630	NC_013967.1	1124517	1126013	-	1497	1316	1377	1455	1646	1	38	1110	2142	414	174
HVO_RS10635	NC_013967.1	1126063	1126857	-	795	1077	864	951	1157	0	54	1073	1543	325	85
HVO_RS10640	NC_013967.1	1126927	1128534	-	1608	15476	2392	2487	5575	0	3	319	1714	2195	78
HVO_RS10645	NC_013967.1	1128598	1129554	-	957	31	34	44	46	0	4	34	120	12	8
HVO_RS10650	NC_013967.1	1129774	1130748	+	975	1671	1166	1186	1392	1	71	1099	1499	314	167
HVO_RS10655	NC_013967.1	1130792	1131286	+	495	916	615	742	715	1	55	915	780	202	51
HVO_RS10660	NC_013967.1	1131262	1132479	-	1218	1373	1110	1129	1209	0	108	1884	1053	269	160
HVO_RS10665	NC_013967.1	1132536	1133597	-	1062	4122	4452	4643	4080	4	276	5418	1541	1169	961
HVO_RS10670	NC_013967.1	1133594	1134265	-	672	2576	2687	2791	2436	2	153	3498	1241	756	628
HVO_RS10675	NC_013967.1	1134411	1135709	+	1299	6892	2669	2770	2923	1	266	4411	4676	827	577
HVO_RS10680	NC_013967.1	1135740	1136432	-	693	1283	558	624	702	2	71	1160	829	185	87
HVO_RS10685	NC_013967.1	1136432	1137022	-	591	1228	620	597	884	1	95	1501	869	289	101
HVO_RS10690	NC_013967.1	1137170	1137853	-	684	2348	2292	2214	2561	0	223	4170	2160	588	484
HVO_RS10695	NC_013967.1	1138037	1138414	+	378	755	715	742	999	1	48	845	761	186	70
HVO_RS10700	NC_013967.1	1138428	1139003	-	576	1301	1248	1296	1616	0	72	1428	1059	290	143
HVO_RS10705	NC_013967.1	1139167	1139376	+	210	1088	1682	1688	2358	0	174	5041	929	415	565
HVO_RS10710	NC_013967.1	1139413	1139841	+	429	3235	5729	5743	6319	4	596	12156	2322	774	1179
HVO_RS10715	NC_013967.1	1139884	1140447	-	564	1743	1501	1691	1780	2	134	2492	1898	311	300
HVO_RS10720	NC_013967.1	1140529	1140954	-	426	260	348	323	346	0	43	633	180	46	67
HVO_RS10725	NC_013967.1	1141152	1141349	+	198	1228	434	507	647	2	14	666	423	99	45
HVO_RS10730	NC_013967.1	1141388	1141789	-	402	768	505	487	473	1	25	422	552	102	57
HVO_RS20915	NC_013967.1	1141984	1142136	+	153	247	185	222	327	1	15	226	264	75	23
HVO_RS10735	NC_013967.1	1142179	1143417	-	1239	2168	1191	1177	1293	3	88	1094	1807	375	111
HVO_RS10740	NC_013967.1	1143500	1144399	-	900	699	684	664	822	0	24	495	737	234	93
HVO_RS10745	NC_013967.1	1144407	1145423	-	1017	1202	1243	1280	1489	1	44	936	1293	321	138
HVO_RS10750	NC_013967.1	1145416	1146339	-	924	1249	1241	1209	1572	2	44	987	1261	542	132
HVO_RS10755	NC_013967.1	1146332	1146955	-	624	1161	1047	1067	1399	0	27	781	1316	284	128
HVO_RS10760	NC_013967.1	1146952	1149408	-	2457	1069	1188	1176	1657	0	32	1299	1291	405	117
HVO_RS10765	NC_013967.1	1149408	1151204	-	1797	523	681	678	929	0	22	550	728	250	60
HVO_RS10770	NC_013967.1	1151434	1152891	+	1458	155	197	238	202	0	7	207	1537	33	33
HVO_RS10775	NC_013967.1	1152937	1153533	-	597	738	978	1048	1111	1	30	930	710	334	89
HVO_RS10780	NC_013967.1	1153530	1154183	-	654	603	730	806	820	1	34	862	736	245	119
HVO_RS10785	NC_013967.1	1154320	1154805	+	486	1499	872	886	1034	1	43	1409	3006	355	148
HVO_RS10790	NC_013967.1	1154802	1155953	+	1152	4983	3158	3085	3279	2	188	4475	9639	1196	384
HVO_RS10795	NC_013967.1	1156060	1156485	+	426	244	385	388	412	0	28	653	335	69	43
HVO_RS10800	NC_013967.1	1156643	1157356	+	714	9494	4847	4866	5340	6	341	6695	12206	1526	699
HVO_RS20920	NC_013967.1	1159535	1159675	-	141	9867	1386	1486	2419	11	142	5866	3957	1400	1135
HVO_RS10810	NC_013967.1	1159897	1160487	-	591	10430	11889	12984	13750	9	673	15154	12030	2804	1883
HVO_RS10815	NC_013967.1	1160641	1161729	-	1089	4843	4646	4574	5784	0	114	1983	3931	1112	315
HVO_RS10820	NC_013967.1	1161871	1163367	-	1497	3947	12391	12937	11083	6	1312	44826	1478	850	3933
HVO_RS10825	NC_013967.1	1163765	1163962	+	198	5519	2297	2401	3953	4	185	4121	4761	643	455
HVO_RS10830	NC_013967.1	1164047	1164931	+	885	32910	14909	15622	15746	14	1197	20477	39176	5952	1836
HVO_RS10835	NC_013967.1	1164974	1165360	+	387	1532	1116	1165	1071	1	96	1830	3441	250	174
HVO_RS10840	NC_013967.1	1165456	1165683	+	228	581	531	588	549	0	25	686	400	83	74
HVO_RS20700	NC_013967.1	1165740	1165916	+	177	6558	5753	5719	15488	2	593	22310	18208	2130	716
HVO_RS20925	NC_013967.1	1166004	1166165	+	162	76	229	190	268	0	35	518	56	8	55
HVO_RS10845	NC_013967.1	1166194	1166574	+	381	63	150	219	177	0	20	246	84	29	31
HVO_RS10850	NC_013967.1	1166683	1167171	+	489	706	612	699	648	1	45	658	1181	159	91
HVO_RS10855	NC_013967.1	1167265	1168569	+	1305	658	744	782	689	1	41	656	775	217	62
HVO_RS10860	NC_013967.1	1168624	1169697	-	1074	1138	769	780	804	0	53	942	1122	313	73
HVO_RS10865	NC_013967.1	1169699	1170076	-	378	381	301	344	425	0	17	516	645	122	44
HVO_RS10870	NC_013967.1	1170083	1171081	-	999	2456	3218	3318	3254	1	279	4772	3010	983	384
HVO_RS10875	NC_013967.1	1171085	1171870	-	786	4264	5226	5507	5516	4	506	7783	6146	924	868
HVO_RS10880	NC_013967.1	1171941	1172195	-	255	88	48	58	79	0	1	16	122	20	6
HVO_RS10885	NC_013967.1	1172274	1173056	+	783	1492	1152	1181	1488	0	102	1024	2560	542	134
HVO_RS10890	NC_013967.1	1173162	1173758	+	597	10113	4678	5081	8366	5	70	1178	2616	4278	216
HVO_RS21410	NC_013967.1	1173837	1173971	+	135	249	217	248	310	2	8	94	249	52	9
HVO_RS10895	NC_013967.1	1174083	1174481	-	399	7498	11167	11866	13392	9	890	15392	9794	2270	1394
HVO_RS10900	NC_013967.1	1174580	1175296	-	717	6989	9307	9806	9421	7	368	8132	12128	2237	1147
HVO_RS10905	NC_013967.1	1175604	1176335	+	732	1781	2913	2985	2817	0	236	2848	1215	364	317
HVO_RS10910	NC_013967.1	1176384	1176776	+	393	164	184	177	120	0	13	176	142	18	16
HVO_RS10915	NC_013967.1	1176818	1177435	+	618	615	815	857	747	1	99	811	275	83	96
HVO_RS10920	NC_013967.1	1177428	1179008	+	1581	1502	2563	2757	2274	0	275	2562	466	197	337
HVO_RS10925	NC_013967.1	1179103	1180188	+	1086	988	1147	1223	1167	1	72	1607	1172	184	186
HVO_RS10930	NC_013967.1	1180185	1180694	+	510	559	536	554	590	1	30	922	701	164	81
HVO_RS10935	NC_013967.1	1180691	1181293	+	603	584	659	691	673	0	41	1015	707	130	96
HVO_RS10940	NC_013967.1	1181631	1181816	+	186	39	39	39	41	0	1	73	101	16	13
HVO_RS10945	NC_013967.1	1181816	1183234	+	1419	453	304	344	386	1	20	520	818	78	45
HVO_RS20130	NC_013967.1	1183305	1183826	+	522	5870	4028	4290	4528	6	323	5066	6204	1423	589
HVO_RS10960	NC_013967.1	1183977	1184621	+	645	4433	3397	3569	3649	4	314	6700	12697	813	561
HVO_RS10965	NC_013967.1	1184666	1186432	-	1767	7892	4986	5236	6390	10	244	5474	9944	2334	640
HVO_RS10970	NC_013967.1	1186496	1187788	-	1293	1779	942	997	1173	3	108	1719	1319	356	154
HVO_RS10975	NC_013967.1	1187908	1188336	-	429	381	626	689	565	0	49	1280	323	59	194
HVO_RS10980	NC_013967.1	1188454	1189392	-	939	8663	39338	42607	24333	21	2953	63178	14996	2368	10022
HVO_RS10985	NC_013967.1	1189396	1191291	-	1896	18271	79705	82919	51682	35	5581	119074	31552	5937	19826
HVO_RS10990	NC_013967.1	1191491	1192648	-	1158	999	1558	1583	1726	0	93	1920	1074	262	252
HVO_RS10995	NC_013967.1	1192755	1193285	+	531	432	260	288	322	0	15	255	316	84	46
HVO_RS11000	NC_013967.1	1193274	1193594	-	321	385	247	259	287	0	16	305	416	105	22
HVO_RS11005	NC_013967.1	1193661	1194953	-	1293	2862	2274	2373	2586	3	163	3224	4738	959	228
HVO_RS11010	NC_013967.1	1195278	1196453	+	1176	5983	5092	5306	6402	10	231	5549	5715	1629	686
HVO_RS11015	NC_013967.1	1196487	1197008	-	522	4050	6686	7110	7406	3	127	6758	5047	2021	951
HVO_RS11020	NC_013967.1	1197175	1198020	-	846	5396	1188	1384	2749	2	38	431	1480	636	51
HVO_RS11025	NC_013967.1	1198166	1198984	+	819	627	769	765	882	0	74	1243	1153	228	133
HVO_RS11030	NC_013967.1	1199072	1200475	+	1404	722	977	945	1050	1	101	1591	1068	154	161
HVO_RS11035	NC_013967.1	1200580	1201371	+	792	1266	934	935	1008	1	47	1135	1444	286	110
HVO_RS11040	NC_013967.1	1201682	1201906	+	225	361	480	444	516	1	22	463	398	116	46
HVO_RS20930	NC_013967.1	1201909	1202160	-	252	118	153	156	214	0	4	236	194	61	16
HVO_RS11050	NC_013967.1	1202245	1203051	+	807	556	629	625	601	0	27	707	706	185	42
HVO_RS11055	NC_013967.1	1203115	1203540	-	426	132	122	149	136	1	6	92	154	32	9
HVO_RS11060	NC_013967.1	1203637	1204203	-	567	88	121	116	136	0	3	181	128	26	21
HVO_RS11065	NC_013967.1	1204459	1204770	-	312	253	222	271	292	1	15	393	789	58	53
HVO_RS11070	NC_013967.1	1204767	1205636	-	870	627	448	482	511	0	46	843	1524	190	108
HVO_RS11075	NC_013967.1	1205784	1206212	+	429	628	519	501	656	1	49	1145	712	147	66
HVO_RS11080	NC_013967.1	1206212	1206448	+	237	709	553	605	671	1	52	903	684	229	44
HVO_RS21415	NC_013967.1	1206493	1206627	-	135	271	132	142	183	0	10	134	171	50	20
HVO_RS11090	NC_013967.1	1206706	1208916	+	2211	4590	2379	2608	2563	2	176	3242	6193	1012	268
HVO_RS11095	NC_013967.1	1209017	1209334	+	318	183	190	172	208	0	8	220	275	59	25
HVO_RS11100	NC_013967.1	1209403	1210143	-	741	206	198	188	201	0	11	225	319	55	11
HVO_RS11105	NC_013967.1	1210215	1210835	-	621	88	147	147	145	0	8	172	60	21	23
HVO_RS11110	NC_013967.1	1210934	1211335	+	402	544	549	508	596	0	54	720	807	129	83
HVO_RS11115	NC_013967.1	1211427	1211816	+	390	693	896	872	1024	0	46	940	909	200	134
HVO_RS11120	NC_013967.1	1211841	1214681	-	2841	2720	1778	1824	1994	0	159	2386	1595	523	255
HVO_RS11125	NC_013967.1	1214772	1215047	+	276	185	194	223	271	0	11	236	343	40	14
HVO_RS11130	NC_013967.1	1215044	1215322	+	279	416	493	526	573	0	27	491	519	108	37
HVO_RS11135	NC_013967.1	1215368	1216150	-	783	2063	2191	2182	2210	1	126	2624	3489	808	201
HVO_RS11140	NC_013967.1	1216155	1218026	-	1872	9937	9302	9695	9706	6	539	11543	17587	4109	1126
HVO_RS11145	NC_013967.1	1218023	1219306	-	1284	5012	4301	4550	4469	2	266	5810	9647	1734	565
HVO_RS11150	NC_013967.1	1219399	1219776	+	378	1501	703	689	829	0	34	967	1544	442	95
HVO_RS11155	NC_013967.1	1219836	1220945	-	1110	2193	1276	1235	1367	1	34	1376	3089	583	154
HVO_RS11160	NC_013967.1	1221066	1221725	+	660	623	371	418	388	1	43	643	703	104	61
HVO_RS11165	NC_013967.1	1221860	1222195	+	336	1213	953	1042	1079	2	79	2093	1974	249	219
HVO_RS11170	NC_013967.1	1222322	1222636	-	315	1361	917	904	1147	3	71	1097	1477	380	151
HVO_RS11175	NC_013967.1	1222761	1223477	+	717	3445	2304	2371	2423	3	206	5069	4256	927	480
HVO_RS11180	NC_013967.1	1223505	1223834	-	330	1306	1359	1382	1279	0	90	2289	2008	373	203
HVO_RS11185	NC_013967.1	1224075	1225376	+	1302	11421	5112	5542	5529	7	254	4796	11432	2074	829
HVO_RS11190	NC_013967.1	1225438	1225965	-	528	2025	964	972	1116	1	75	1240	2440	459	161
HVO_RS11195	NC_013967.1	1225962	1227398	-	1437	1768	992	986	1146	1	84	1587	2108	490	135
HVO_RS11200	NC_013967.1	1227488	1228672	+	1185	223	299	308	346	0	36	504	195	48	40
HVO_RS11205	NC_013967.1	1228716	1229099	+	384	1683	1473	1436	1672	1	116	1791	4235	447	201
HVO_RS11210	NC_013967.1	1229187	1231541	+	2355	4469	3886	4118	4338	2	270	5872	6941	1220	534
HVO_RS11215	NC_013967.1	1231593	1231781	-	189	96	133	113	152	0	5	167	177	21	17
HVO_RS11220	NC_013967.1	1232031	1232252	+	222	699	604	691	887	0	37	1289	1314	275	72
HVO_RS11225	NC_013967.1	1232332	1234074	-	1743	3234	2115	2197	2336	5	175	3212	3491	807	279
HVO_RS11230	NC_013967.1	1234158	1234460	-	303	1286	530	574	456	2	27	717	751	212	107
HVO_RS11235	NC_013967.1	1234866	1236518	+	1653	2608	1721	1821	1944	1	113	3428	2914	582	287
HVO_RS11240	NC_013967.1	1236660	1238408	+	1749	11899	9131	9424	10205	14	553	13904	6027	3386	1419
HVO_RS11245	NC_013967.1	1238438	1238830	-	393	8495	10983	11348	9715	1	94	5238	6283	1646	2068
HVO_RS11250	NC_013967.1	1238925	1239131	-	207	928	988	1135	1409	0	16	744	986	349	239
HVO_RS11255	NC_013967.1	1239241	1239621	-	381	641	805	804	748	1	68	1094	1227	100	140
HVO_RS11260	NC_013967.1	1239765	1240808	-	1044	55	137	126	176	0	7	91	128	27	18
HVO_RS20935	NC_013967.1	1240805	1240954	-	150	0	2	4	4	0	0	4	3	0	0
HVO_RS11265	NC_013967.1	1241450	1241914	-	465	26	40	65	69	0	3	92	71	7	6
HVO_RS11270	NC_013967.1	1241911	1242402	-	492	23	55	51	52	0	5	82	62	14	5
HVO_RS11275	NC_013967.1	1242403	1243590	-	1188	113	162	182	173	0	7	251	171	40	27
HVO_RS11280	NC_013967.1	1243858	1244109	+	252	12	19	27	30	0	3	29	13	3	4
HVO_RS11285	NC_013967.1	1244106	1244687	+	582	228	123	126	134	0	5	103	114	29	33
HVO_RS11290	NC_013967.1	1244879	1245682	-	804	4463	3034	3274	3466	5	107	2530	9759	1261	396
HVO_RS11295	NC_013967.1	1245842	1246504	-	663	2681	4050	4264	4633	3	91	2959	3202	1895	529
HVO_RS11300	NC_013967.1	1246610	1247944	-	1335	5011	6973	7443	6822	2	413	9245	6539	1326	1185
HVO_RS11305	NC_013967.1	1247937	1248842	-	906	1581	2760	2973	2664	1	169	3706	2402	516	442
