# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "locus_tag" "-a" "../00_genome/genomic.gff" "-o" "../HVO_counts/2019_counts.txt" "dpyrE2-4hmfe-2_S5_sorted.bam" "dpyrE2-4hmfe-4_S9_sorted.bam" "dpyrE2-4hmfe-5_S18_sorted.bam" "dpyrE2-4hpfe-2_S2_sorted.bam" "dpyrE2-4hpfe-4_S16_sorted.bam" "dpyrE2-4hpfe-5_S12_sorted.bam" "dtbsP-4hmfe-2_S40_sorted.bam" "dtbsP-4hmfe-5_S46_sorted.bam" "dtbsP-4hmfe-6_S52_sorted.bam" "dtbsP-4hpfe-2_S38_sorted.bam" "dtbsP-4hpfe-5_S43_sorted.bam" "dtbsP-4hpfe-6_S49_sorted.bam" "dtrmB-4hmfe-1_S24_sorted.bam" "dtrmB-4hmfe-5_S30_sorted.bam" "dtrmB-4hmfe-6_S36_sorted.bam" "dtrmB-4hpfe-1_S21_sorted.bam" "dtrmB-4hpfe-5_S27_sorted.bam" "dtrmB-4hpfe-6_S33_sorted.bam" "dtrmBdtbsP-4hmfe-2_S56_sorted.bam" "dtrmBdtbsP-4hmfe-5_S66_sorted.bam" "dtrmBdtbsP-4hmfe-6_S72_sorted.bam" "dtrmBdtbsP-4hpfe-2_S54_sorted.bam" "dtrmBdtbsP-4hpfe-5_S65_sorted.bam" "dtrmBdtbsP-4hpfe-6_S69_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	dpyrE2-4hmfe-2_S5_sorted.bam	dpyrE2-4hmfe-4_S9_sorted.bam	dpyrE2-4hmfe-5_S18_sorted.bam	dpyrE2-4hpfe-2_S2_sorted.bam	dpyrE2-4hpfe-4_S16_sorted.bam	dpyrE2-4hpfe-5_S12_sorted.bam	dtbsP-4hmfe-2_S40_sorted.bam	dtbsP-4hmfe-5_S46_sorted.bam	dtbsP-4hmfe-6_S52_sorted.bam	dtbsP-4hpfe-2_S38_sorted.bam	dtbsP-4hpfe-5_S43_sorted.bam	dtbsP-4hpfe-6_S49_sorted.bam	dtrmB-4hmfe-1_S24_sorted.bam	dtrmB-4hmfe-5_S30_sorted.bam	dtrmB-4hmfe-6_S36_sorted.bam	dtrmB-4hpfe-1_S21_sorted.bam	dtrmB-4hpfe-5_S27_sorted.bam	dtrmB-4hpfe-6_S33_sorted.bam	dtrmBdtbsP-4hmfe-2_S56_sorted.bam	dtrmBdtbsP-4hmfe-5_S66_sorted.bam	dtrmBdtbsP-4hmfe-6_S72_sorted.bam	dtrmBdtbsP-4hpfe-2_S54_sorted.bam	dtrmBdtbsP-4hpfe-5_S65_sorted.bam	dtrmBdtbsP-4hpfe-6_S69_sorted.bam
HVO_RS10465	NC_013967.1	1090314	1091456	+	1143	11204	3253	13315	4413	4560	13388	2620	4	37	1092	1091	2109	1434	1434	1379	1236	3482	2047	1918	1801	7664	31	1744	464
HVO_RS10470	NC_013967.1	1091481	1091936	-	456	2081	636	2508	1489	1666	2943	457	0	30	1866	1660	2660	2838	2134	1556	1441	2449	2156	313	911	2609	86	1891	479
HVO_RS10475	NC_013967.1	1092259	1094385	+	2127	242	432	315	654	709	1095	406	2	133	3085	2876	2493	578	566	885	2701	1469	1200	135	628	2925	75	6625	430
HVO_RS10480	NC_013967.1	1094484	1095581	-	1098	153	393	185	633	610	955	437	3	170	3076	2879	2271	788	816	1316	1884	1287	884	103	957	3513	71	7422	364
HVO_RS10485	NC_013967.1	1095684	1096214	-	531	285	668	348	1081	1118	1491	812	3	385	6286	6290	4534	1463	1731	2442	5947	2450	1916	272	1970	6599	75	16904	691
HVO_RS10490	NC_013967.1	1096507	1097016	-	510	46	115	33	294	266	393	181	0	62	1356	1201	961	139	134	284	1028	615	400	35	295	1286	23	2999	129
HVO_RS10495	NC_013967.1	1097038	1098225	-	1188	182	845	197	1204	1267	1594	911	0	211	4952	5085	3880	625	722	1223	2957	2465	1593	228	1168	6654	74	12739	818
HVO_RS10500	NC_013967.1	1098222	1098590	-	369	168	285	180	445	498	587	283	0	57	1333	1340	1137	315	242	461	1182	878	594	68	264	1561	21	3461	291
HVO_RS10505	NC_013967.1	1098739	1099401	-	663	2103	846	2584	3131	3188	3491	803	0	110	2995	2869	4106	3435	2994	2142	4183	4468	3962	257	919	2995	90	4856	843
HVO_RS10510	NC_013967.1	1099534	1099872	+	339	2377	711	3150	1548	1636	2022	577	0	113	2397	2535	3154	2429	1792	1795	4154	3156	2818	560	533	4110	161	4303	838
HVO_RS10515	NC_013967.1	1100086	1100727	+	642	147	2898	162	3385	3579	6355	5041	12	1135	29546	31530	15661	2726	3833	7336	13770	8605	5883	606	3628	29766	294	55793	4072
HVO_RS10520	NC_013967.1	1100738	1101400	+	663	224	3761	264	4325	4576	7421	6190	14	1597	38108	39742	19157	3467	4938	9011	18564	10522	7327	750	4444	32279	496	72057	4484
HVO_RS10525	NC_013967.1	1101720	1102460	-	741	5954	1754	6850	5291	5471	4420	1227	3	268	5279	5652	10446	6552	6031	4381	8879	8197	6720	1617	761	5989	706	15321	2543
HVO_RS10530	NC_013967.1	1102755	1104209	+	1455	222	882	264	991	1067	1549	743	3	142	3538	3468	2781	609	678	1382	1979	1861	1298	190	1806	7349	90	9565	629
HVO_RS10535	NC_013967.1	1104193	1104630	+	438	47	200	53	274	264	383	148	0	37	894	926	742	162	158	313	642	491	346	48	289	1812	23	2391	150
HVO_RS10540	NC_013967.1	1104631	1105080	+	450	40	149	44	160	153	255	142	1	35	673	712	516	124	114	288	499	342	254	35	153	978	16	1777	133
HVO_RS10545	NC_013967.1	1105077	1105826	+	750	49	108	48	189	196	227	125	0	19	651	720	547	156	146	224	485	321	271	16	139	740	13	1534	98
HVO_RS10550	NC_013967.1	1105827	1107491	+	1665	146	327	209	459	456	676	331	0	87	2028	1952	1460	332	326	568	1116	877	664	83	315	2289	41	4622	318
HVO_RS10555	NC_013967.1	1107496	1109238	+	1743	117	263	134	350	374	523	212	0	78	1438	1426	1073	239	221	349	949	657	466	54	292	1781	34	3380	219
HVO_RS10560	NC_013967.1	1109340	1110353	+	1014	114	135	122	232	288	342	177	2	38	1104	1110	746	149	158	251	629	505	406	38	174	989	24	2188	159
HVO_RS10565	NC_013967.1	1110429	1110791	+	363	10	17	24	35	34	43	13	0	6	103	115	101	17	33	36	89	62	60	5	12	103	4	208	11
HVO_RS10570	NC_013967.1	1110849	1111715	-	867	45	186	71	316	309	379	181	0	70	1292	1295	1089	202	251	360	856	602	397	44	281	1529	20	3006	193
HVO_RS10575	NC_013967.1	1111719	1112561	-	843	68	270	123	393	401	495	250	0	67	1766	1743	1468	335	361	491	996	865	587	84	418	1963	20	3904	280
HVO_RS10580	NC_013967.1	1112561	1114831	-	2271	471	877	503	1531	1645	1958	973	7	250	6025	5895	4880	1442	1588	1668	3530	3077	2168	263	1685	7542	72	12921	921
HVO_RS10585	NC_013967.1	1114834	1115934	-	1101	97	356	118	516	639	794	382	2	144	2922	2757	2236	424	544	779	2112	1267	911	104	993	3857	30	5821	388
HVO_RS10590	NC_013967.1	1116211	1116657	+	447	122	391	162	481	504	659	368	5	125	4021	3753	2005	531	565	1024	2276	1405	1118	92	1026	4144	75	6236	411
HVO_RS10595	NC_013967.1	1116697	1117185	-	489	60	37	74	52	42	53	20	0	5	134	122	93	112	106	166	154	82	62	12	39	143	8	334	27
HVO_RS10600	NC_013967.1	1117313	1118905	+	1593	1738	272	2041	844	893	1204	264	1	48	2229	2111	1908	244	200	353	1647	2169	1907	268	413	2182	83	2438	491
HVO_RS10605	NC_013967.1	1118978	1121443	+	2466	6986	2347	8177	9517	9864	7284	648	7	2178	7986	7087	16347	5079	4425	5601	24199	19551	16097	3065	1271	2801	266	43501	2539
HVO_RS20910	NC_013967.1	1121446	1121583	-	138	718	226	830	1143	1130	662	57	2	240	731	735	1479	385	339	469	4157	1707	1456	266	49	325	41	4781	287
HVO_RS10615	NC_013967.1	1122941	1123435	+	495	384	114	479	388	427	411	88	0	38	470	391	915	1560	1067	780	462	778	687	81	126	322	21	1147	143
HVO_RS10620	NC_013967.1	1123534	1124115	+	582	1866	659	2342	649	746	957	317	0	24	340	370	732	991	897	886	720	668	628	391	182	1303	31	1282	224
HVO_RS10625	NC_013967.1	1124201	1124395	+	195	1523	253	1725	297	297	646	132	0	10	242	226	430	956	893	642	346	445	293	85	152	572	23	903	90
HVO_RS10630	NC_013967.1	1124517	1126013	-	1497	1316	431	1539	1377	1455	1647	197	1	38	1111	1057	2729	3850	2144	1807	1060	2049	1443	238	414	1508	82	2854	483
HVO_RS10635	NC_013967.1	1126063	1126857	-	795	1078	418	1315	865	951	1158	282	0	54	1073	1001	1722	1744	1543	1009	1601	1448	1131	222	325	1290	43	2330	247
HVO_RS10640	NC_013967.1	1126927	1128534	-	1608	15478	3201	18372	2392	2487	5579	1610	0	3	319	303	667	1695	1716	1516	403	1439	784	1696	2195	11018	23	517	196
HVO_RS10645	NC_013967.1	1128598	1129554	-	957	31	13	51	34	45	47	17	0	4	34	33	79	154	120	102	80	57	39	9	12	56	1	127	10
HVO_RS10650	NC_013967.1	1129774	1130748	+	975	1672	684	1960	1166	1186	1393	352	1	71	1099	1125	1730	2022	1499	1449	1449	1647	1282	477	314	1968	151	4427	504
HVO_RS10655	NC_013967.1	1130792	1131286	+	495	916	158	1025	616	743	715	134	1	55	916	807	1241	1064	780	552	1682	1177	933	209	202	500	47	2428	160
HVO_RS10660	NC_013967.1	1131262	1132479	-	1218	1375	321	1649	1110	1129	1210	225	0	108	1885	1716	2690	1262	1053	939	2973	2301	2035	337	269	881	112	5588	426
HVO_RS10665	NC_013967.1	1132536	1133597	-	1062	4122	1340	4893	4452	4643	4080	944	4	276	5419	5649	9264	1990	1543	1831	6530	8985	7682	1034	1169	5514	394	16499	2559
HVO_RS10670	NC_013967.1	1133594	1134265	-	672	2576	765	3227	2687	2791	2436	700	2	153	3498	3582	6164	1596	1244	1249	4107	6339	5365	475	756	3259	276	10461	1740
HVO_RS10675	NC_013967.1	1134411	1135709	+	1299	6892	988	8081	2671	2770	2925	720	1	266	4411	4311	5878	6267	4679	4540	5070	5058	4705	1894	827	3428	437	16317	1559
HVO_RS10680	NC_013967.1	1135740	1136432	-	693	1283	154	1527	558	624	702	108	2	71	1160	1056	1554	1132	829	656	1645	1219	1055	254	185	518	56	4847	263
HVO_RS10685	NC_013967.1	1136432	1137022	-	591	1228	172	1470	620	597	886	153	1	95	1502	1311	1784	1161	869	759	1112	1567	1198	325	289	569	61	4291	285
HVO_RS10690	NC_013967.1	1137170	1137853	-	684	2351	570	2923	2291	2214	2562	591	0	223	4170	4152	4974	2473	2162	1549	4298	4242	3958	660	588	2220	186	7490	1191
HVO_RS10695	NC_013967.1	1138037	1138414	+	378	756	266	841	715	743	1001	265	1	48	846	752	993	955	761	610	1237	981	863	150	186	681	24	1854	193
HVO_RS10700	NC_013967.1	1138428	1139003	-	576	1300	403	1489	1248	1296	1617	382	0	72	1428	1366	1606	1492	1059	913	2065	1721	1541	266	290	1077	50	3468	355
HVO_RS10705	NC_013967.1	1139167	1139376	+	210	1091	588	1238	1683	1688	2365	678	0	175	5041	4946	4650	1012	930	788	5308	4720	4848	390	415	1913	178	6292	1465
HVO_RS10710	NC_013967.1	1139413	1139841	+	429	3235	1382	3809	5729	5746	6322	1465	4	596	12160	12360	11666	2859	2322	2000	18419	12544	10652	762	775	3981	309	18027	3212
HVO_RS10715	NC_013967.1	1139884	1140447	-	564	1742	658	2129	1501	1690	1781	403	2	134	2492	2547	3381	2443	1900	1664	3326	3086	2578	517	311	1776	138	7102	743
HVO_RS10720	NC_013967.1	1140529	1140954	-	426	260	91	307	349	323	346	88	0	43	633	621	687	282	181	197	1032	711	702	52	46	161	23	1551	192
HVO_RS10725	NC_013967.1	1141152	1141349	+	198	1229	162	1515	434	507	647	106	2	14	666	544	1079	438	423	321	773	830	666	133	99	305	25	2150	125
HVO_RS10730	NC_013967.1	1141388	1141789	-	402	768	191	930	504	487	475	139	1	25	422	427	644	884	552	653	1076	604	499	138	102	659	41	3171	176
HVO_RS20915	NC_013967.1	1141984	1142136	+	153	247	70	276	185	222	328	60	1	15	226	198	323	298	264	188	339	293	276	58	75	405	10	733	77
HVO_RS10735	NC_013967.1	1142179	1143417	-	1239	2168	360	2707	1191	1177	1294	279	3	88	1096	1044	1780	2348	1807	1494	2011	1683	1362	411	375	1246	89	4691	306
HVO_RS10740	NC_013967.1	1143500	1144399	-	900	699	241	953	684	664	823	174	0	24	495	509	1066	1034	738	551	471	854	671	168	234	922	20	1634	222
HVO_RS10745	NC_013967.1	1144407	1145423	-	1017	1202	452	1364	1243	1280	1493	272	1	44	936	923	1960	1653	1293	1058	932	1447	1235	283	322	1737	50	2268	403
HVO_RS10750	NC_013967.1	1145416	1146339	-	924	1249	398	1489	1241	1209	1572	233	2	44	987	865	1968	1844	1261	873	1100	1704	1226	229	542	1603	100	2461	331
HVO_RS10755	NC_013967.1	1146332	1146955	-	624	1161	506	1369	1047	1067	1399	316	0	27	783	754	1605	1944	1317	1206	713	1409	1023	288	284	1745	80	2022	409
HVO_RS10760	NC_013967.1	1146952	1149408	-	2457	1069	363	1162	1188	1176	1659	271	0	32	1300	1175	2224	1583	1291	819	923	1760	1330	169	405	1266	64	2160	354
HVO_RS10765	NC_013967.1	1149408	1151204	-	1797	523	184	723	681	678	931	149	0	22	551	512	1203	1021	731	472	475	926	716	122	250	656	29	1052	190
HVO_RS10770	NC_013967.1	1151434	1152891	+	1458	155	48	150	197	239	201	41	0	7	207	220	337	1888	1538	1061	256	286	237	28	33	138	21	456	93
HVO_RS10775	NC_013967.1	1152937	1153533	-	597	738	182	825	978	1048	1111	139	1	30	930	847	1613	1006	710	405	879	1625	1070	133	334	1188	47	1428	221
HVO_RS10780	NC_013967.1	1153530	1154183	-	654	603	250	719	730	806	820	161	1	34	862	849	1277	1144	737	523	728	1418	1158	154	245	1290	76	1334	314
HVO_RS10785	NC_013967.1	1154320	1154805	+	486	1499	252	1644	872	886	1039	236	1	43	1409	1235	1601	4359	3007	2314	1328	1703	1363	324	355	1526	45	1974	343
HVO_RS10790	NC_013967.1	1154802	1155953	+	1152	4986	924	6057	3159	3085	3282	681	2	188	4476	4290	5844	14022	9642	7004	4879	5462	4214	1105	1196	4675	189	7059	1214
HVO_RS10795	NC_013967.1	1156060	1156485	+	426	244	83	335	385	388	412	89	0	28	653	628	725	356	335	245	1226	839	779	55	69	298	16	966	135
HVO_RS10800	NC_013967.1	1156643	1157356	+	714	9496	1649	10874	4847	4866	5348	1423	6	341	6695	6588	7850	16680	12210	9990	8936	8722	7188	1533	1526	7165	333	10577	1664
HVO_RS20920	NC_013967.1	1159535	1159675	-	141	9863	1489	11836	1386	1482	2419	3074	11	142	5861	6645	11965	2792	3959	4730	6720	2407	2700	2872	1399	14973	877	8867	3299
HVO_RS10810	NC_013967.1	1159897	1160487	-	591	10430	3542	12363	11889	12986	13764	3615	9	673	15153	16169	21294	13918	12037	10528	22486	20825	17750	2154	2805	16732	640	26307	5291
HVO_RS10815	NC_013967.1	1160641	1161729	-	1089	4843	1746	5838	4646	4575	5792	1678	0	114	1983	2007	3298	4443	3934	3167	2815	4217	3026	986	1112	5630	78	3387	822
HVO_RS10820	NC_013967.1	1161871	1163367	-	1497	3950	1405	4610	12394	12937	11091	1849	6	1312	44828	45622	47908	1988	1477	1729	29894	45993	37450	923	850	3608	1049	40262	10600
HVO_RS10825	NC_013967.1	1163765	1163962	+	198	5523	1037	6703	2295	2401	3963	827	4	185	4124	4027	5571	5327	4766	4099	5646	4722	5626	1075	645	5924	163	7074	1203
HVO_RS10830	NC_013967.1	1164047	1164931	+	885	32915	4118	39542	14907	15628	15756	4018	14	1197	20481	19527	31867	54720	39189	27866	29042	27878	24453	6185	5953	20131	763	42124	4909
HVO_RS10835	NC_013967.1	1164974	1165360	+	387	1532	322	1702	1118	1165	1072	472	1	96	1830	1724	2677	4091	3442	3087	2795	2073	1913	395	250	1236	69	3756	508
HVO_RS10840	NC_013967.1	1165456	1165683	+	228	581	179	715	531	588	550	174	0	25	685	729	843	481	400	475	1861	1044	853	110	83	723	43	1317	235
HVO_RS20700	NC_013967.1	1165740	1165916	+	177	6574	1082	7618	5758	5723	15533	1546	2	593	22316	18002	20245	10058	18243	4883	28173	31885	25469	842	2130	3543	255	15201	1924
HVO_RS20925	NC_013967.1	1166004	1166165	+	162	76	37	84	229	190	268	83	0	35	518	587	546	51	56	66	1409	548	680	10	8	64	6	667	149
HVO_RS10845	NC_013967.1	1166194	1166574	+	381	63	57	78	150	219	177	50	0	20	246	259	275	77	84	68	559	359	272	26	29	129	15	590	60
HVO_RS10850	NC_013967.1	1166683	1167171	+	489	706	217	825	612	700	646	156	1	45	658	600	924	1554	1182	910	1248	1016	831	126	159	693	33	1708	229
HVO_RS10855	NC_013967.1	1167265	1168569	+	1305	658	212	773	744	782	690	144	1	41	656	610	1081	955	775	621	1309	1008	738	145	217	667	23	1813	193
HVO_RS10860	NC_013967.1	1168624	1169697	-	1074	1138	178	1348	769	780	804	138	0	53	942	844	1322	1615	1122	782	1332	1291	984	200	315	797	44	2126	195
HVO_RS10865	NC_013967.1	1169699	1170076	-	378	381	94	479	301	344	426	68	0	17	516	512	693	654	645	466	702	627	553	59	122	526	18	950	115
HVO_RS10870	NC_013967.1	1170083	1171081	-	999	2458	706	2787	3220	3319	3256	629	1	279	4772	4470	5891	4063	3013	2380	6503	5164	4438	524	985	2592	93	9202	1010
HVO_RS10875	NC_013967.1	1171085	1171870	-	786	4267	1952	4977	5228	5512	5525	1618	4	506	7787	7655	8572	8630	6150	6184	10103	8280	7466	1242	925	5275	346	14495	2326
HVO_RS10880	NC_013967.1	1171941	1172195	-	255	88	55	82	48	57	79	17	0	1	16	11	35	130	122	126	50	36	16	19	20	126	0	118	10
HVO_RS10885	NC_013967.1	1172274	1173056	+	783	1492	430	1698	1151	1181	1488	381	0	102	1024	868	1554	3531	2560	1784	1783	1623	1350	289	542	2065	75	3001	328
HVO_RS10890	NC_013967.1	1173162	1173758	+	597	10112	2235	11905	4678	5082	8369	1543	5	70	1178	1106	3029	2912	2616	2326	2285	4164	2463	1725	4280	11713	76	2720	548
HVO_RS21410	NC_013967.1	1173837	1173971	+	135	249	137	336	217	248	310	86	2	8	94	106	231	307	250	271	335	240	177	50	52	371	21	409	45
HVO_RS10895	NC_013967.1	1174083	1174481	-	399	7498	3619	8864	11169	11866	13412	2891	9	890	15392	15336	21445	9541	9798	6489	34818	19103	18131	1366	2271	12161	434	27131	4260
HVO_RS10900	NC_013967.1	1174580	1175296	-	717	6991	3591	8549	9305	9804	9430	2401	7	368	8131	8243	16904	16319	12126	9601	8525	13358	10257	1733	2235	10770	564	16764	3392
HVO_RS10905	NC_013967.1	1175604	1176335	+	732	1781	836	2152	2914	2986	2819	836	0	236	2848	2697	4529	1574	1216	993	4491	5016	3932	440	364	1827	114	4332	984
HVO_RS10910	NC_013967.1	1176384	1176776	+	393	164	42	231	184	177	120	50	0	13	176	170	294	202	142	123	402	350	267	48	18	90	7	369	39
HVO_RS10915	NC_013967.1	1176818	1177435	+	618	617	138	776	815	857	748	110	1	99	811	809	1210	299	275	269	1531	1459	1219	163	83	238	19	2463	238
HVO_RS10920	NC_013967.1	1177428	1179008	+	1581	1500	513	1814	2564	2758	2277	406	0	274	2562	2527	3675	466	465	458	5127	4571	3859	352	197	795	108	7658	942
HVO_RS10925	NC_013967.1	1179103	1180188	+	1086	988	330	1183	1147	1223	1167	305	1	72	1608	1629	1935	1432	1173	896	1984	2347	1867	229	184	1090	69	2733	623
HVO_RS10930	NC_013967.1	1180185	1180694	+	510	559	111	591	536	554	590	90	1	30	922	852	955	1039	701	450	619	1075	909	116	164	355	16	1226	230
HVO_RS10935	NC_013967.1	1180691	1181293	+	603	584	144	643	658	690	675	179	0	41	1016	1039	1206	1000	707	483	964	1282	1040	101	131	542	41	1449	287
HVO_RS10940	NC_013967.1	1181631	1181816	+	186	39	14	74	39	39	41	15	0	1	73	72	82	142	101	100	80	60	61	6	16	22	1	101	17
HVO_RS10945	NC_013967.1	1181816	1183234	+	1419	453	147	514	304	344	386	98	1	20	520	532	664	1033	818	606	595	523	437	82	78	303	24	955	133
HVO_RS20130	NC_013967.1	1183305	1183826	+	522	5871	1926	7257	4027	4290	4530	1349	6	323	5066	5141	6499	8126	6208	5390	8058	6625	5903	1593	1424	8077	382	17569	1816
HVO_RS10960	NC_013967.1	1183977	1184621	+	645	4437	1011	5427	3397	3569	3652	943	4	315	6703	6394	8087	17198	12701	8184	8877	7822	6644	1074	813	3480	298	15411	1630
HVO_RS10965	NC_013967.1	1184666	1186432	-	1767	7895	2395	9537	4987	5237	6393	1553	10	244	5476	5258	7531	13177	9948	7143	5119	7703	5559	1911	2334	9117	302	10768	1672
HVO_RS10970	NC_013967.1	1186496	1187788	-	1293	1780	353	2213	942	997	1173	313	3	108	1719	1557	1927	1853	1319	1214	2318	1908	1539	455	356	1267	100	5247	396
HVO_RS10975	NC_013967.1	1187908	1188336	-	429	381	150	515	626	689	565	187	0	49	1281	1347	1526	425	323	461	1820	1701	1561	120	59	356	80	3539	530
HVO_RS10980	NC_013967.1	1188454	1189392	-	939	8667	7229	10140	39345	42613	24357	8043	21	2953	63181	67005	92357	20237	15001	11539	54415	89230	76558	2851	2368	16511	5449	119455	28661
HVO_RS10985	NC_013967.1	1189396	1191291	-	1896	18272	13988	22031	79714	82929	51722	14751	35	5582	119089	124337	178082	42477	31566	23744	103459	172831	146513	5679	5938	38964	12371	225195	55726
HVO_RS10990	NC_013967.1	1191491	1192648	-	1158	999	557	1176	1558	1583	1726	497	0	93	1921	1909	2330	1328	1075	886	1556	2747	2026	263	262	1335	134	2805	762
HVO_RS10995	NC_013967.1	1192755	1193285	+	531	432	115	524	260	288	322	92	0	15	256	225	485	391	316	323	333	371	324	109	84	360	31	1004	94
HVO_RS11000	NC_013967.1	1193274	1193594	-	321	385	82	521	247	259	287	52	0	16	305	254	478	568	416	308	370	432	315	73	105	254	16	1013	76
HVO_RS11005	NC_013967.1	1193661	1194953	-	1293	2862	788	3334	2275	2372	2586	511	2	163	3223	3056	4145	6243	4737	3449	2981	3730	2888	587	960	3051	186	6936	726
HVO_RS11010	NC_013967.1	1195278	1196453	+	1176	5983	2107	7228	5093	5307	6406	1004	10	231	5550	5523	9301	8227	5716	5155	5738	7425	6156	1472	1629	7021	376	19163	1733
HVO_RS11015	NC_013967.1	1196487	1197008	-	522	4053	1640	5008	6691	7110	7413	1212	3	127	6764	6544	11170	7903	5047	5065	5320	9587	8201	813	2025	8451	290	8036	2702
HVO_RS11020	NC_013967.1	1197175	1198020	-	846	5397	1413	6396	1192	1385	2749	642	2	38	432	432	641	1247	1480	1134	1260	875	753	954	636	3105	27	1880	128
HVO_RS11025	NC_013967.1	1198166	1198984	+	819	627	223	719	769	765	882	245	0	74	1243	1122	1430	1388	1154	824	1141	1417	1190	215	228	654	61	2189	310
HVO_RS11030	NC_013967.1	1199072	1200475	+	1404	726	259	839	977	944	1051	311	1	101	1589	1488	1690	1291	1069	856	1858	1827	1600	189	154	627	54	2869	448
HVO_RS11035	NC_013967.1	1200580	1201371	+	792	1267	341	1320	934	936	1008	296	1	47	1136	1200	1506	1991	1444	1196	1278	1487	1175	323	286	1433	117	1991	355
HVO_RS11040	NC_013967.1	1201682	1201906	+	225	361	129	430	480	444	516	102	1	22	463	440	718	579	397	313	991	734	627	59	117	681	17	763	113
HVO_RS20930	NC_013967.1	1201909	1202160	-	252	118	58	101	153	156	214	31	0	4	236	202	321	211	194	124	268	287	256	17	61	233	9	297	48
HVO_RS11050	NC_013967.1	1202245	1203051	+	807	556	118	660	629	625	602	147	0	27	707	592	1032	937	707	507	788	903	767	110	185	527	19	1080	161
HVO_RS11055	NC_013967.1	1203115	1203540	-	426	132	49	162	122	148	136	29	1	6	92	93	142	287	154	125	169	191	128	9	32	90	4	260	28
HVO_RS11060	NC_013967.1	1203637	1204203	-	567	88	30	113	121	116	136	32	0	3	181	175	272	134	128	113	358	190	173	22	26	92	15	352	47
HVO_RS11065	NC_013967.1	1204459	1204770	-	312	253	101	322	222	271	292	104	1	15	393	385	423	1279	789	656	408	441	416	63	58	346	46	559	181
HVO_RS11070	NC_013967.1	1204767	1205636	-	870	628	160	713	448	482	512	157	0	46	843	785	856	2440	1525	1043	942	969	893	125	190	651	49	1429	229
HVO_RS11075	NC_013967.1	1205784	1206212	+	429	628	146	701	519	501	658	143	1	49	1145	974	1194	824	712	517	1220	1246	1041	96	147	470	27	1777	254
HVO_RS11080	NC_013967.1	1206212	1206448	+	237	710	162	915	554	605	671	158	1	52	903	775	913	833	684	524	1493	955	845	101	229	892	27	1802	183
HVO_RS21415	NC_013967.1	1206493	1206627	-	135	271	85	318	134	143	184	54	0	10	134	164	203	263	172	203	255	173	143	57	50	335	17	502	56
HVO_RS11090	NC_013967.1	1206706	1208916	+	2211	4591	829	5576	2380	2609	2567	577	2	176	3243	2989	4308	8391	6194	4616	3188	4355	3433	1165	1012	3161	177	9090	874
HVO_RS11095	NC_013967.1	1209017	1209334	+	318	183	44	186	190	172	209	39	0	8	220	201	292	322	275	210	237	278	194	36	59	206	13	647	43
HVO_RS11100	NC_013967.1	1209403	1210143	-	741	206	61	228	198	188	201	44	0	11	225	208	296	419	319	247	320	261	224	51	55	160	14	785	54
HVO_RS11105	NC_013967.1	1210215	1210835	-	621	88	41	83	147	147	145	32	0	8	172	201	226	66	60	63	285	260	197	15	21	138	5	234	57
HVO_RS11110	NC_013967.1	1210934	1211335	+	402	545	149	603	549	509	598	165	0	54	721	707	878	763	807	583	1060	779	897	106	129	571	27	1118	190
HVO_RS11115	NC_013967.1	1211427	1211816	+	390	693	316	829	897	872	1025	222	0	46	940	1008	1524	1237	909	879	1735	1357	1125	156	200	1104	50	1572	348
HVO_RS11120	NC_013967.1	1211841	1214681	-	2841	2721	600	3269	1779	1824	1995	533	0	159	2387	2264	3028	1932	1597	1562	3712	2709	2188	705	523	2146	173	10009	772
HVO_RS11125	NC_013967.1	1214772	1215047	+	276	185	58	253	194	223	271	63	0	11	236	215	319	423	345	235	372	334	278	38	40	146	7	537	58
HVO_RS11130	NC_013967.1	1215044	1215322	+	279	417	117	409	493	526	573	111	0	27	491	541	801	633	519	441	786	665	524	84	108	456	16	1353	145
HVO_RS11135	NC_013967.1	1215368	1216150	-	783	2064	577	2403	2193	2182	2214	454	1	126	2625	2363	3206	4534	3493	2423	2625	3101	2448	433	810	2578	78	5535	612
HVO_RS11140	NC_013967.1	1216155	1218026	-	1872	9939	3187	11818	9304	9700	9715	2177	6	540	11546	10795	14393	23740	17589	12850	8139	14042	10731	2423	4112	14826	378	21660	3098
HVO_RS11145	NC_013967.1	1218023	1219306	-	1284	5015	1433	5930	4304	4549	4471	968	2	267	5812	5344	7254	12622	9654	7139	4274	7275	5639	1163	1736	5779	211	10911	1440
HVO_RS11150	NC_013967.1	1219399	1219776	+	378	1501	277	1731	703	689	829	244	0	34	967	986	1103	2030	1544	1099	899	1102	927	261	442	1301	51	1519	207
HVO_RS11155	NC_013967.1	1219836	1220945	-	1110	2192	579	2646	1276	1235	1369	421	1	34	1377	1278	1699	3908	3091	2401	1132	1638	1187	441	583	2566	82	2915	364
HVO_RS11160	NC_013967.1	1221066	1221725	+	660	623	103	685	371	418	389	104	1	43	643	601	674	755	703	566	946	730	647	165	104	362	33	1842	176
HVO_RS11165	NC_013967.1	1221860	1222195	+	336	1214	317	1497	953	1042	1079	262	2	79	2093	2265	2452	2098	1976	1484	3004	2160	1992	314	249	1481	101	5312	560
