# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-s" "2" "-t" "gene" "-g" "locus_tag" "-a" "../00_genome/genomic.gff" "-o" "../HVO_counts/2021_counts3.txt" "aGTrmB_D_noglu_24_S42_sorted.bam" "deltadelta_a_glu_S16_sorted.bam" "deltadelta_a_noglu_S35_sorted.bam" "deltadelta_b_glu_S53_sorted.bam" "deltadelta_b_noglu_S36_sorted.bam" "deltadelta_c_glu_S43_sorted.bam" "deltadelta_d_glu_S44_sorted.bam" "deltadelta_d_noglu_S5_sorted.bam" "HVO_ref_RNA_S27_sorted.bam" "tbsP_a_glu_S33_sorted.bam" "tbsP_a_noglu_S24_sorted.bam" "tbsP_b_glu_S2_sorted.bam" "tbsP_b_noglu_S30_sorted.bam" "tbsP_c_glu_S51_sorted.bam" "tbsP_c_noglu_S15_sorted.bam" "tbsP_d_glu_S52_sorted.bam" "tbsP_d_noglu_S31_sorted.bam" "tbsP_e_glu_S3_sorted.bam" "tbsP_e_noglu_S50_sorted.bam" "trmB_a_glu_S4_sorted.bam" "trmB_a_noglu_S32_sorted.bam" "trmB_b_noglu_S25_sorted.bam" "trmB_c_glu_S34_sorted.bam" "trmB_c_noglu_S1_sorted.bam" "WT_a_glu_S39_sorted.bam" "WT_a_noglu_S37_sorted.bam" "WT_b_glu_S13_sorted.bam" "WT_b_noglu_S17_sorted.bam" "WT_c_glu_S18_sorted.bam" "WT_c_noglu_S6_sorted.bam" "WT_d_glu_S19_sorted.bam" "WT_d_noglu_s38_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aGTrmB_D_noglu_24_S42_sorted.bam	deltadelta_a_glu_S16_sorted.bam	deltadelta_a_noglu_S35_sorted.bam	deltadelta_b_glu_S53_sorted.bam	deltadelta_b_noglu_S36_sorted.bam	deltadelta_c_glu_S43_sorted.bam	deltadelta_d_glu_S44_sorted.bam	deltadelta_d_noglu_S5_sorted.bam	HVO_ref_RNA_S27_sorted.bam	tbsP_a_glu_S33_sorted.bam	tbsP_a_noglu_S24_sorted.bam	tbsP_b_glu_S2_sorted.bam	tbsP_b_noglu_S30_sorted.bam	tbsP_c_glu_S51_sorted.bam	tbsP_c_noglu_S15_sorted.bam	tbsP_d_glu_S52_sorted.bam	tbsP_d_noglu_S31_sorted.bam	tbsP_e_glu_S3_sorted.bam	tbsP_e_noglu_S50_sorted.bam	trmB_a_glu_S4_sorted.bam	trmB_a_noglu_S32_sorted.bam	trmB_b_noglu_S25_sorted.bam	trmB_c_glu_S34_sorted.bam	trmB_c_noglu_S1_sorted.bam	WT_a_glu_S39_sorted.bam	WT_a_noglu_S37_sorted.bam	WT_b_glu_S13_sorted.bam	WT_b_noglu_S17_sorted.bam	WT_c_glu_S18_sorted.bam	WT_c_noglu_S6_sorted.bam	WT_d_glu_S19_sorted.bam	WT_d_noglu_s38_sorted.bam
HVO_RS10700	NC_013967.1	1138428	1139003	-	576	2300	3343	4350	3552	2916	3211	3215	3029	1	2814	3354	2974	3310	3823	3416	3824	3279	2438	3513	4002	5495	6524	2773	5017	3204	3986	4904	3354	2440	2282	4247	2275
HVO_RS10705	NC_013967.1	1139167	1139376	+	210	5748	5914	4187	6058	2562	5737	5535	2104	3	5820	2947	4731	3589	6181	3010	5714	2968	4711	3565	4960	3888	2840	3564	3032	4663	3469	4580	3498	3970	2761	5485	2923
HVO_RS10710	NC_013967.1	1139413	1139841	+	429	14103	18827	12301	20057	8748	17098	16593	8347	7	17396	11668	17180	11369	20671	10090	19649	10324	14325	10676	21517	14923	12747	13095	12318	13996	11063	18258	10639	12573	9362	18503	9741
HVO_RS10715	NC_013967.1	1139884	1140447	-	564	2272	2461	5114	2104	3609	1931	1964	2981	0	1648	3111	1736	3025	2389	3530	1818	3150	1471	3234	1961	2255	3425	2176	2773	2985	4537	2215	3199	2001	2229	4219	2446
HVO_RS10720	NC_013967.1	1140529	1140954	-	426	1079	1948	1159	2067	840	1924	1765	731	0	1799	1083	1782	1065	1841	1004	1973	973	1462	1094	1999	1817	1761	1447	1390	1540	1188	1571	924	1122	959	1860	840
HVO_RS10725	NC_013967.1	1141152	1141349	+	198	1257	3654	3805	2534	4693	1783	1801	2924	3	2567	7641	2526	8218	4318	5397	2804	6335	2466	6942	2871	3256	4543	4847	4968	7133	5846	6089	5295	7307	2893	14797	4875
HVO_RS10730	NC_013967.1	1141388	1141789	-	402	461	261	323	210	328	132	187	323	0	167	279	144	325	154	237	199	290	199	258	176	670	930	243	795	207	424	358	544	261	485	435	334
HVO_RS20915	NC_013967.1	1141984	1142136	+	153	475	471	305	322	487	188	294	395	1	215	528	249	665	346	324	350	596	257	633	370	394	1011	601	655	509	559	1074	806	469	474	1104	569
HVO_RS10735	NC_013967.1	1142179	1143417	-	1239	1810	3611	5783	3397	5492	2154	2230	5891	0	2723	4567	2929	4812	3455	4635	3327	4744	1979	5628	3376	4475	9919	2655	4718	3009	4477	3456	4398	2203	2147	4925	2909
HVO_RS10740	NC_013967.1	1143500	1144399	-	900	821	689	982	544	804	312	408	917	0	420	877	453	1017	501	911	603	1144	399	1113	520	789	1153	584	932	575	982	715	1114	537	575	1161	750
HVO_RS10745	NC_013967.1	1144407	1145423	-	1017	1382	1256	1608	1053	1333	588	831	1407	2	857	1488	883	1794	841	1481	1022	1730	860	1891	1026	1164	1726	1075	1396	1090	1379	1103	1795	998	1119	1843	1253
HVO_RS10750	NC_013967.1	1145416	1146339	-	924	1439	1218	1702	996	1559	511	697	1560	0	795	1702	754	1855	876	1561	859	1771	863	1902	888	1292	2235	1021	1582	1062	1502	1288	1820	1000	1197	1854	1186
HVO_RS10755	NC_013967.1	1146332	1146955	-	624	1007	828	1290	613	1018	380	538	1007	0	545	973	523	1190	501	999	570	1114	512	1311	549	893	1378	710	1140	724	977	595	1255	688	788	1240	934
HVO_RS10760	NC_013967.1	1146952	1149408	-	2457	1739	1249	1484	1178	1495	618	777	1407	0	914	1531	1029	2137	877	1587	1101	1771	753	1883	995	839	1633	993	1184	1018	1068	971	1527	804	1266	1825	1240
HVO_RS10765	NC_013967.1	1149408	1151204	-	1797	841	878	1155	771	1077	464	578	1023	0	625	1055	634	1387	656	1013	688	1183	543	1352	685	736	1349	722	1010	626	818	699	1045	603	913	1381	856
HVO_RS10770	NC_013967.1	1151434	1152891	+	1458	509	105	295	158	279	97	118	389	0	165	297	139	152	164	1178	127	128	83	122	121	10043	15820	122	9509	89	1035	123	112	86	150	160	228
HVO_RS10775	NC_013967.1	1152937	1153533	-	597	1748	806	725	751	810	407	603	846	0	738	723	696	754	639	599	684	455	754	673	674	489	890	818	634	605	450	689	708	603	1200	968	754
HVO_RS10780	NC_013967.1	1153530	1154183	-	654	1560	792	913	748	759	457	625	776	0	734	589	614	593	616	525	650	441	746	615	676	503	839	774	654	592	383	647	622	546	1131	793	658
HVO_RS10785	NC_013967.1	1154320	1154805	+	486	1464	5272	5959	4187	4090	3295	3481	4067	3	3418	4470	3822	4607	4570	3866	4340	4212	3182	4875	4556	4356	6242	3445	5295	4285	3752	5497	4207	4172	3331	6575	3858
HVO_RS10790	NC_013967.1	1154802	1155953	+	1152	4615	13394	15337	11543	11940	8531	9217	12773	2	9407	12852	10160	13096	12091	10684	11974	12153	8039	13822	12104	11756	17794	9084	14306	11700	9921	15997	10908	10714	9173	17431	10071
HVO_RS10795	NC_013967.1	1156060	1156485	+	426	247	772	246	500	233	356	413	218	0	342	393	484	466	745	295	657	429	283	441	602	245	345	474	286	593	380	1419	318	436	182	917	311
HVO_RS10800	NC_013967.1	1156643	1157356	+	714	8231	15787	22176	13901	16146	11862	11961	17713	8	12256	19278	12858	19831	15236	18331	15822	21920	11539	22831	16925	19325	21615	12219	18306	16603	22862	22380	24482	15520	13878	24702	16160
HVO_RS20920	NC_013967.1	1159535	1159675	-	141	2847	7235	13557	6641	14975	10325	9488	8859	4	5937	20555	6568	26148	7516	18762	5424	25171	2321	23783	5485	4744	5149	3726	5028	4969	10188	4320	4268	2847	4665	7151	3732
HVO_RS10810	NC_013967.1	1159897	1160487	-	591	21799	42270	44374	35821	32396	29911	32146	30815	11	31151	48002	31759	47407	35594	39549	35818	47275	33487	48695	39974	42242	42242	37757	44221	46667	49793	50308	50956	47459	30838	74443	40346
HVO_RS10815	NC_013967.1	1160641	1161729	-	1089	7484	5803	7825	6150	7167	3469	4693	7503	3	6053	10954	5902	11000	6457	8988	6283	8227	6328	9526	6722	6731	7464	6877	7432	8363	8034	11953	7434	9550	9349	13869	7677
HVO_RS10820	NC_013967.1	1161871	1163367	-	1497	14092	40735	9871	43793	9235	40138	43714	10216	63	40179	17272	40093	16112	49333	13701	44904	12836	29825	13725	50433	5571	6885	27900	5806	25569	12614	51612	13681	17957	36282	30392	15264
HVO_RS10825	NC_013967.1	1163765	1163962	+	198	10442	18244	21916	18531	19787	14097	14426	14906	7	19230	22242	16751	27846	27982	21973	19414	20982	14563	26655	15819	15605	18683	16325	19101	23443	25976	27125	27556	23740	14857	38274	19896
HVO_RS10830	NC_013967.1	1164047	1164931	+	885	30699	66449	139181	62490	91259	46150	46776	91368	31	71667	116007	70480	113365	89758	112178	68291	98077	56963	108172	74430	95453	145228	63262	119897	88772	98028	94592	95323	90400	62499	148882	80470
HVO_RS10835	NC_013967.1	1164974	1165360	+	387	2131	10062	10340	8522	6352	6138	5486	5265	3	7459	10676	8723	11436	11828	9650	9952	8835	6906	9642	9244	7569	9626	9478	10254	11974	9147	19499	7226	12139	3959	20425	5850
HVO_RS10840	NC_013967.1	1165456	1165683	+	228	829	2459	1502	2010	1382	1463	1541	1056	0	1470	1753	1744	1926	2797	1387	2251	1600	1551	1845	2053	1048	1438	2048	1666	2459	1778	5738	1718	2383	962	4251	1457
HVO_RS20700	NC_013967.1	1165740	1165916	+	177	33146	41553	42134	36089	27466	46973	37826	17862	18	39243	22886	28394	42618	44014	35392	34227	33390	21571	31245	29873	32970	23236	27672	32802	29291	24019	35612	34462	23162	16410	26506	16861
HVO_RS20925	NC_013967.1	1166004	1166165	+	162	1621	6450	491	5810	478	5940	4964	250	0	3363	1155	4094	1882	6906	1120	6779	1634	2874	1645	5193	938	462	3167	626	3510	1883	9122	1901	2958	796	4651	1479
HVO_RS10845	NC_013967.1	1166194	1166574	+	381	941	4252	517	3725	604	3040	2911	385	1	1856	1037	2945	1278	5103	969	4956	1274	1699	1130	4518	756	780	2571	768	2444	1340	7684	950	1767	638	3603	932
HVO_RS10850	NC_013967.1	1166683	1167171	+	489	1368	3700	1744	2916	1450	2226	2206	1278	1	1873	2099	2268	2397	3947	1900	3775	1817	1748	2063	3335	1675	2234	2386	1747	2785	1939	7293	1614	2165	1481	4291	1396
HVO_RS10855	NC_013967.1	1167265	1168569	+	1305	988	2173	1131	1790	946	1240	1178	856	0	992	1187	1259	1382	2373	1435	1951	1195	860	1313	1688	826	1354	1536	913	1624	1122	3577	1003	1307	734	2737	838
HVO_RS10860	NC_013967.1	1168624	1169697	-	1074	1600	2474	3012	2363	2357	1585	1822	2334	0	2036	2889	2040	2627	2581	2495	2405	2457	1717	2674	2596	1710	2722	1968	2031	2280	2522	4099	2349	2090	1958	3795	1984
HVO_RS10865	NC_013967.1	1169699	1170076	-	378	973	1647	1520	1477	1291	1072	1153	1113	0	1150	1357	1227	1440	1447	1276	1391	1336	958	1411	1577	1242	1406	1233	1273	1435	1399	2260	1299	1241	1024	2149	1141
HVO_RS10870	NC_013967.1	1170083	1171081	-	999	7603	11909	12408	11158	8146	8296	8123	9137	7	10458	9689	9390	9486	10172	10302	9784	9316	8373	9486	10221	12720	15846	8944	12857	9346	10278	11427	9276	8127	8004	14047	7841
HVO_RS10875	NC_013967.1	1171085	1171870	-	786	10370	17985	21100	15724	12437	13335	12105	12629	8	16119	14735	14168	15235	14120	14685	13960	14564	13281	15370	15109	22099	25896	13600	22982	15607	16540	13412	16573	13996	12968	21895	12645
HVO_RS10880	NC_013967.1	1171941	1172195	-	255	40	51	492	29	324	18	16	256	0	23	455	14	442	24	354	38	620	25	552	38	198	254	69	273	150	631	142	575	139	70	307	210
HVO_RS10885	NC_013967.1	1172274	1173056	+	783	1569	2010	3209	1611	2249	1185	1225	1738	1	1533	3085	1451	3404	1769	2859	1688	2708	1464	3178	1653	1969	2963	1864	2401	2551	2906	2554	2678	2574	1941	4484	2062
HVO_RS10890	NC_013967.1	1173162	1173758	+	597	6830	818	12771	972	14105	521	749	12354	5	1211	11781	985	11517	910	9770	812	11037	2545	11453	944	3980	5741	3351	5662	4158	14363	1964	18908	5766	19759	8925	17583
HVO_RS21410	NC_013967.1	1173837	1173971	+	135	274	97	379	49	479	53	55	301	0	43	513	62	784	60	613	77	960	92	898	59	166	157	177	235	247	793	234	870	267	206	516	377
HVO_RS10895	NC_013967.1	1174083	1174481	-	399	20125	19526	15716	17971	13424	17451	15756	13012	6	18315	21015	16299	20890	15393	16940	14812	16696	19119	18645	16766	15389	15255	19781	14637	21422	16909	12729	17183	20648	21765	31532	17943
HVO_RS10900	NC_013967.1	1174580	1175296	-	717	9049	15332	30894	9537	22988	7211	7117	24026	11	9005	23920	8508	24058	8223	27995	7094	23897	9770	24314	8189	25298	30013	13843	29021	15813	25392	9012	24373	16897	15019	28974	19061
HVO_RS10905	NC_013967.1	1175604	1176335	+	732	3452	4545	2524	3722	2033	3110	3479	1810	4	2945	4722	3186	5201	3405	2971	3776	3229	3919	4161	3862	1587	2196	4488	1777	5670	2713	4478	2886	5710	5288	8455	3566
HVO_RS10910	NC_013967.1	1176384	1176776	+	393	255	503	577	434	404	313	303	359	0	254	452	291	573	425	389	441	415	305	522	406	261	332	443	291	535	475	738	493	504	271	893	360
HVO_RS10915	NC_013967.1	1176818	1177435	+	618	2398	1487	1008	863	1260	1833	1864	1241	0	1825	1377	1934	1469	2518	1116	2311	1218	1751	1534	2077	1056	1258	1596	814	2072	1287	2316	922	1601	1090	2758	956
HVO_RS10920	NC_013967.1	1177428	1179008	+	1581	6641	3317	2044	2298	2683	4717	5039	2580	2	4985	3066	5128	3341	6243	2627	6247	2710	4383	3288	5490	1803	2221	4096	1316	5292	3028	4719	2056	3627	3108	5806	2391
HVO_RS10925	NC_013967.1	1179103	1180188	+	1086	2212	3476	3333	3650	2505	3856	3700	2531	0	2911	2808	3244	2845	4105	2723	3735	2783	2632	2842	3764	2970	3526	3046	2838	3505	3364	4200	2696	2260	2471	4569	1987
HVO_RS10930	NC_013967.1	1180185	1180694	+	510	1313	1695	1920	1985	1386	1794	1752	1416	1	1637	1561	1574	1601	1976	1492	1995	1515	1312	1773	1827	1486	2026	1250	1418	1702	1671	2205	1496	1119	1270	2372	1246
HVO_RS10935	NC_013967.1	1180691	1181293	+	603	1912	2216	2194	2544	1694	2195	2195	1835	2	2132	2071	2330	2104	2778	1966	2775	2068	1638	2245	2825	1679	2224	1827	1508	2177	1987	2533	1798	1527	1778	3018	1481
HVO_RS10940	NC_013967.1	1181631	1181816	+	186	144	324	209	260	192	192	192	238	0	200	168	228	188	330	190	300	211	163	239	263	335	425	204	372	237	271	454	209	240	115	380	111
HVO_RS10945	NC_013967.1	1181816	1183234	+	1419	812	1442	2001	1333	1409	836	921	1815	0	1028	1169	1092	1317	1353	1341	1296	1251	856	1226	1267	2258	3064	1137	2374	1140	1579	2196	1134	1114	762	1797	849
HVO_RS20130	NC_013967.1	1183305	1183826	+	522	14273	14692	23124	10882	17929	9203	8244	15279	3	7832	17519	9103	17297	11772	17478	10723	16878	8256	18062	11513	12039	15223	10627	14233	14721	17565	12226	16019	12476	8390	23457	11150
HVO_RS10960	NC_013967.1	1183977	1184621	+	645	6387	9928	12852	8796	9256	6587	6832	9630	1	7591	9544	7902	9861	9628	9981	7840	9059	6420	10255	8171	13443	19152	6584	14627	7367	10373	9755	9131	5850	7113	11390	6699
HVO_RS10965	NC_013967.1	1184666	1186432	-	1767	4893	5915	8989	5139	8629	3727	4257	10867	4	5443	9799	4889	9454	4421	8131	5277	9629	4599	11060	5868	7185	12254	4386	9850	5808	8563	5414	10410	5402	6763	9138	6930
HVO_RS10970	NC_013967.1	1186496	1187788	-	1293	4184	6475	6763	6036	4960	4589	4593	5589	4	4206	5270	4793	5387	6931	5125	6121	6030	3981	6113	6329	8703	11113	4434	9047	5120	7303	9661	7547	4489	3627	8205	4923
HVO_RS10975	NC_013967.1	1187908	1188336	-	429	3855	7828	3481	8932	2468	7203	6979	2393	1	5083	2804	5706	3490	8879	2871	8170	3342	4836	3531	7054	3824	3926	5172	3455	5642	3807	7690	4291	4009	2172	7610	2908
HVO_RS10980	NC_013967.1	1188454	1189392	-	939	80354	73696	28149	78755	21226	75605	72300	18650	138	70284	35529	59662	38799	65722	30839	65042	34124	57531	38302	61025	14835	22308	55233	19316	59284	25995	35847	23621	35557	17945	69384	18528
HVO_RS10985	NC_013967.1	1189396	1191291	-	1896	164957	157417	57332	167713	45554	160092	150597	39715	45	153273	77882	128795	85676	136825	66525	139775	74748	127115	82312	134762	31032	50759	125274	42544	130235	52648	71504	49987	78410	40407	151309	40398
HVO_RS10990	NC_013967.1	1191491	1192648	-	1158	3254	4710	2348	5491	2689	3774	4242	2308	3	4583	4005	4643	4322	5590	3004	5078	3998	4043	4253	5079	927	1458	4310	1076	4304	3020	3250	3340	3848	3187	6613	3079
HVO_RS10995	NC_013967.1	1192755	1193285	+	531	333	755	1610	594	1472	397	488	1469	0	496	1211	538	1357	566	1197	644	1452	368	1611	598	949	1643	653	1131	776	1431	953	1459	662	672	1444	891
HVO_RS11000	NC_013967.1	1193274	1193594	-	321	298	829	576	629	458	433	477	354	0	476	439	495	572	726	535	562	489	410	510	556	421	488	508	421	560	581	919	454	576	213	980	344
HVO_RS11005	NC_013967.1	1193661	1194953	-	1293	3853	7533	15068	5699	10424	4324	4173	12452	2	4961	9487	5257	8919	6853	10329	5322	10635	4514	10444	5866	9632	12876	4751	10167	6514	11512	7375	10831	6314	5262	10277	7489
HVO_RS11010	NC_013967.1	1195278	1196453	+	1176	6219	8822	10589	8371	9745	6582	6761	9821	3	6516	7825	6596	7651	7811	7743	7279	8059	6451	8175	7569	7892	11609	7441	9275	8345	9133	9756	9374	7364	5609	13545	7133
HVO_RS11015	NC_013967.1	1196487	1197008	-	522	7834	6978	9260	5255	7888	4809	3935	6112	8	5180	11847	5844	11357	4898	7543	5525	11095	4212	14102	7295	4214	7639	5511	5961	8336	7404	6256	7163	7202	4802	13648	5571
HVO_RS11020	NC_013967.1	1197175	1198020	-	846	2869	416	12281	1706	5815	1063	380	4138	1	978	32748	696	10029	679	7506	544	6639	2172	8523	797	5116	3145	1831	2829	3828	14142	1024	9583	4485	14831	6915	8833
HVO_RS11025	NC_013967.1	1198166	1198984	+	819	1622	2591	2163	2255	1556	1996	1782	1625	0	2127	2440	2230	2262	2215	1982	2022	1771	1713	2250	2565	1466	2633	1292	1629	2096	1837	2156	1666	1849	1453	3131	1223
HVO_RS11030	NC_013967.1	1199072	1200475	+	1404	1729	3850	2527	4508	1879	3256	3121	1832	0	3286	2307	3400	2401	3925	2257	4117	2193	2360	2396	4148	2521	3336	2438	2187	2872	2118	3481	1631	2088	1573	3801	1449
HVO_RS11035	NC_013967.1	1200580	1201371	+	792	1062	2751	3707	2537	2950	1853	2002	2988	0	2197	3360	2189	3367	2614	2705	2543	3350	1950	3409	2726	2496	3536	2314	3037	2727	3222	3123	3460	2355	2314	4324	2898
HVO_RS11040	NC_013967.1	1201682	1201906	+	225	194	292	207	294	246	192	206	265	0	204	275	247	260	281	198	298	303	185	274	346	139	166	231	149	228	215	424	302	195	220	375	215
HVO_RS20930	NC_013967.1	1201909	1202160	-	252	524	658	732	648	782	465	601	829	0	547	811	501	908	536	562	659	892	539	906	676	742	793	661	773	661	788	911	1177	692	822	980	864
HVO_RS11050	NC_013967.1	1202245	1203051	+	807	1443	1567	1192	1233	942	827	1041	940	0	1008	1347	1097	1327	1097	1053	1270	1262	1097	1399	1436	826	1200	1343	892	1339	1099	2491	1176	1248	1189	2256	1034
HVO_RS11055	NC_013967.1	1203115	1203540	-	426	119	236	602	133	358	86	103	323	0	83	471	116	540	188	412	221	515	69	545	171	400	545	194	528	267	659	544	557	242	130	550	300
HVO_RS11060	NC_013967.1	1203637	1204203	-	567	354	900	409	847	366	500	512	357	1	450	435	636	477	1002	458	904	469	424	490	884	625	721	639	629	590	612	1839	396	549	307	952	380
HVO_RS11065	NC_013967.1	1204459	1204770	-	312	1011	2489	2017	2242	1375	1742	1907	1543	0	1678	1320	1664	1380	2062	1101	2103	1532	1593	1542	2219	1748	2231	1381	2182	1621	1749	2557	1535	1456	1100	2254	1278
HVO_RS11070	NC_013967.1	1204767	1205636	-	870	1934	4420	5209	3896	2727	2814	2888	2948	3	2969	2792	3236	2946	4149	2887	4029	2879	2716	3062	4265	3904	5395	2671	4398	3230	3711	5751	3016	2954	2151	4845	2481
HVO_RS11075	NC_013967.1	1205784	1206212	+	429	969	1825	1874	1936	1319	1463	1403	1196	0	1702	1400	1537	1511	1926	1354	1763	1384	1281	1592	1782	1745	1927	1327	1600	1320	1548	1878	1344	1163	1053	2171	1220
HVO_RS11080	NC_013967.1	1206212	1206448	+	237	670	1430	1365	1621	1035	1105	1036	961	1	1262	1112	1337	1277	1748	1197	1574	1055	1177	1297	1492	1240	1445	964	1163	1105	1170	1558	1089	982	818	1968	885
HVO_RS21415	NC_013967.1	1206493	1206627	-	135	224	301	787	153	1106	105	112	889	1	85	841	105	1162	147	648	115	1138	130	1149	121	929	1180	270	1220	319	1362	393	1439	409	248	984	584
HVO_RS11090	NC_013967.1	1206706	1208916	+	2211	7119	9108	14671	7790	10990	5470	5526	11650	3	5141	11042	6202	10412	9151	9981	7551	10679	5302	11767	7496	10519	17930	7522	13118	9170	11899	13008	10911	8176	6228	15559	7997
HVO_RS11095	NC_013967.1	1209017	1209334	+	318	514	814	943	674	822	410	472	738	0	378	919	505	895	871	886	656	911	318	871	640	631	958	662	690	766	1083	1494	922	682	385	1461	636
HVO_RS11100	NC_013967.1	1209403	1210143	-	741	256	276	190	267	169	157	233	172	0	213	214	223	276	288	190	326	262	190	250	298	123	270	267	154	283	203	468	224	236	175	368	162
HVO_RS11105	NC_013967.1	1210215	1210835	-	621	406	435	193	502	212	399	372	167	0	386	352	360	361	469	287	464	352	376	368	527	125	126	417	93	462	291	605	278	398	254	637	235
HVO_RS11110	NC_013967.1	1210934	1211335	+	402	1303	2333	2083	2001	1323	1474	1513	1447	1	1797	1617	1702	1852	2210	1426	1955	1552	1631	1771	2137	1518	1806	1816	1661	1988	1620	2349	1658	1738	1354	2925	1381
HVO_RS11115	NC_013967.1	1211427	1211816	+	390	1103	1155	1398	1005	1209	905	897	1040	0	803	1520	844	1660	1078	1371	1031	1849	861	1758	1050	838	950	1064	878	1250	1673	1170	1680	1105	1156	1994	1435
HVO_RS11120	NC_013967.1	1211841	1214681	-	2841	6114	10848	5589	10256	6503	6525	6755	6232	4	6477	7219	7762	7321	12519	7305	10640	6352	5512	7568	10050	4503	7741	7210	4569	8602	6332	15876	5090	7141	3930	13310	4655
HVO_RS11125	NC_013967.1	1214772	1215047	+	276	644	283	555	237	320	125	196	389	0	157	366	189	472	196	356	200	445	228	486	205	630	798	270	740	321	526	529	816	362	437	646	496
HVO_RS11130	NC_013967.1	1215044	1215322	+	279	566	407	528	299	494	158	260	535	0	206	522	227	524	251	479	277	524	278	588	262	914	1159	418	1014	331	597	750	793	440	498	701	557
HVO_RS11135	NC_013967.1	1215368	1216150	-	783	6059	4703	5050	4371	4398	2759	3167	4625	5	3857	4496	3618	4710	4105	4590	4268	4569	3295	5049	4072	3691	6684	3780	4600	4205	4630	6497	4888	4058	3216	7022	3473
HVO_RS11140	NC_013967.1	1216155	1218026	-	1872	19372	16162	25070	13857	17106	9540	10675	18712	6	12976	17540	12235	17450	13239	18269	13469	17407	11856	19221	14001	15156	28367	12706	19878	15063	17709	18294	19413	14347	13058	24559	14272
HVO_RS11145	NC_013967.1	1218023	1219306	-	1284	12013	11577	16085	10081	12398	6596	7561	12757	5	9041	12406	8444	12357	9151	11998	9171	12187	8328	13338	9428	10689	19128	9410	14461	10427	12160	12563	13024	10218	9156	17762	9949
HVO_RS11150	NC_013967.1	1219399	1219776	+	378	519	1664	2667	1105	2230	797	835	2027	1	684	2164	915	2563	1165	1889	1134	2519	914	2550	1123	1414	2005	1396	1863	1822	2602	2416	2873	1516	1139	3157	1797
HVO_RS11155	NC_013967.1	1219836	1220945	-	1110	2177	3045	6972	2032	7229	1354	1585	7156	2	1456	7454	1720	7699	1679	6428	2031	7929	1815	7687	2012	5314	8396	3185	7117	4273	7268	3826	7418	3866	2607	8191	4368
HVO_RS11160	NC_013967.1	1221066	1221725	+	660	857	2001	2416	1811	1779	1487	1410	1592	0	1568	1783	1712	1727	2356	1780	2037	1622	1295	1897	2185	2055	2968	1227	2165	1751	1782	2807	1727	1511	1093	2636	1246
HVO_RS11165	NC_013967.1	1221860	1222195	+	336	4828	5899	6692	5416	6601	4261	4703	5620	4	3632	4925	4325	5150	5738	4766	4563	4943	4142	4886	5050	6551	8232	5091	8262	5876	7880	6301	6877	4911	3237	9482	5094
HVO_RS11170	NC_013967.1	1222322	1222636	-	315	1446	3876	6345	3193	6739	2367	2627	5287	1	2285	5613	2546	6075	3334	5031	2929	6124	2636	6268	3059	5727	6752	3999	6316	4490	7815	4503	7318	4218	2970	8484	5503
HVO_RS11175	NC_013967.1	1222761	1223477	+	717	8268	11051	18846	11026	15527	8052	8917	14047	6	8989	14100	9099	13409	11998	12331	10233	12515	7519	13669	10713	8586	11989	7939	11056	9790	11570	9303	12072	9041	6960	15449	9352
HVO_RS11180	NC_013967.1	1223505	1223834	-	330	2312	3037	2963	2702	3043	2211	2434	2526	1	2749	3202	2616	3292	2759	2581	2713	2999	2758	3213	2968	1624	2511	2651	2240	3297	2787	3038	3047	2881	3044	5260	2664
HVO_RS11185	NC_013967.1	1224075	1225376	+	1302	16538	21846	46569	18827	39380	13249	14964	41676	12	16674	33139	16539	32805	18972	31776	17710	36332	16490	37049	19323	40148	61870	17788	51534	21829	40042	27746	44283	21000	22552	38973	31654
HVO_RS11190	NC_013967.1	1225438	1225965	-	528	2511	2965	4373	2530	4667	1937	1932	4572	2	1784	4661	2061	4443	2259	3761	2427	4663	1923	4860	2435	3758	6177	2531	4302	2735	4440	3126	4553	2702	2428	4887	3177
HVO_RS11195	NC_013967.1	1225962	1227398	-	1437	3335	4607	9425	2982	5454	2507	2641	5995	1	2440	6920	2955	6301	3025	6354	2771	6168	2785	6623	3787	4548	8770	2890	6484	4312	6469	3460	7204	4203	3367	7598	4563
HVO_RS11200	NC_013967.1	1227488	1228672	+	1185	536	1249	710	1545	665	1197	1269	672	0	1226	884	1301	896	1676	826	1768	849	991	1009	1722	716	1055	1127	637	1089	786	2074	771	795	771	1453	630
HVO_RS11205	NC_013967.1	1228716	1229099	+	384	2367	3536	5793	2218	4010	1599	2289	4005	1	1882	3977	2045	4315	2444	5038	2498	4990	2302	4927	2519	5785	7903	2798	6502	3451	5685	5085	6012	3237	3191	5877	3754
HVO_RS11210	NC_013967.1	1229187	1231541	+	2355	8890	14233	15445	13969	11571	9373	10678	13085	4	12025	13421	12080	13897	13251	12604	14065	14620	9502	15018	14276	18304	23694	10587	18475	11237	13951	18704	14796	10641	8992	17737	10694
HVO_RS11215	NC_013967.1	1231593	1231781	-	189	316	508	260	413	286	313	324	247	0	349	423	314	480	430	369	418	432	310	471	407	270	459	430	337	478	436	618	340	506	228	816	305
